Country,ConvertedCompYearly,RemoteWork,YearsCodePro,Employment,LanguageHaveWorkedWith,AISelect,SalaryCategory,ExperienceLevel
Brazil,1756.0,"Hybrid (some remote, some in-person)",10,"Employed, full-time",C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Yes,Low,Senior
Argentina,12000.0,Remote,13,"Employed, full-time",C++;Go;HTML/CSS;JavaScript;PHP;Python;SQL,Yes,Low,Senior
Chile,60000.0,Remote,20,"Employed, full-time",Bash/Shell (all shells);Java;JavaScript;Python;TypeScript;Visual Basic (.Net),Yes,High,Senior
Brazil,16605.0,In-person,5,"Employed, full-time",Bash/Shell (all shells);C;C#;C++;Java;JavaScript;MATLAB;PHP;Python;R;SQL,"No, but I plan to soon",Low,Semi Senior
Argentina,80000.0,Remote,28,"Employed, full-time",Go;Python,Yes,High,Senior
Brazil,6714.0,In-person,2,"Employed, full-time",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Yes,Low,Junior
Mexico,120000.0,Remote,11,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Dart;Elixir;JavaScript;Python;Ruby;SQL;TypeScript,Yes,High,Senior
Brazil,33568.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL;TypeScript;VBA,Yes,Medium,Semi Senior
Colombia,30000.0,Remote,5,"Employed, full-time",Python;SQL,Yes,Medium,Semi Senior
Brazil,33568.0,Remote,13,"Employed, full-time",Bash/Shell (all shells);Python,"No, and I don't plan to",Medium,Senior
Uruguay,40094.0,"Hybrid (some remote, some in-person)",12,"Employed, full-time;Student, part-time",C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),"No, and I don't plan to",Medium,Senior
Brazil,43824.0,"Hybrid (some remote, some in-person)",13,"Employed, full-time",Groovy;HTML/CSS;Java;JavaScript;Perl;Python;Ruby;SQL,"No, and I don't plan to",Medium,Senior
Brazil,24243.0,Remote,9,"Employed, full-time",Python;SQL;TypeScript,Yes,Medium,Senior
Brazil,43824.0,Remote,11,"Employed, full-time;Student, part-time",C#;Go;HTML/CSS;JavaScript;PowerShell;Python;R;SQL;TypeScript,Yes,Medium,Senior
Brazil,69000.0,Remote,9,"Employed, full-time",HTML/CSS;JavaScript;TypeScript,Yes,High,Senior
Brazil,41960.0,Remote,12,"Employed, full-time",Bash/Shell (all shells);C#;Dart;HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,"No, but I plan to soon",Medium,Senior
Brazil,31703.0,"Hybrid (some remote, some in-person)",1,"Employed, full-time",Bash/Shell (all shells);C#;Elixir;Go;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),Yes,Medium,Junior
Brazil,14919.0,In-person,9,"Employed, full-time",PHP;TypeScript,Yes,Low,Senior
Argentina,14000.0,Remote,6,"Employed, full-time",HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Yes,Low,Semi Senior
Argentina,105000.0,Remote,14,"Employed, full-time;Independent contractor, freelancer, or self-employed",Assembly;Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;Ruby;Solidity;SQL;TypeScript,Yes,High,Senior
Brazil,130000.0,Remote,10,"Employed, full-time;Independent contractor, freelancer, or self-employed",Elixir;Rust;SQL;TypeScript,Yes,High,Senior
Brazil,1865.0,In-person,,"Employed, part-time",HTML/CSS;Java;JavaScript,"No, but I plan to soon",Low,Senior
Mexico,18922.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",HTML/CSS;JavaScript;PHP;SQL;Swift,Yes,Low,Semi Senior
Brazil,1492.0,Remote,2,"Employed, full-time",Ruby;SQL,Yes,Low,Junior
Mexico,18113.0,In-person,2,"Employed, full-time",HTML/CSS;JavaScript;PHP;Ruby;TypeScript,Yes,Low,Junior
Mexico,24259.0,Remote,3,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),Yes,Medium,Semi Senior
Brazil,64898.0,In-person,35,"Employed, full-time",C++;Java,"No, but I plan to soon",High,Senior
Argentina,11426.0,Remote,2,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;C++;Java,Yes,Low,Junior
Peru,200000.0,Remote,8,"Independent contractor, freelancer, or self-employed;Not employed, and not looking for work",HTML/CSS;JavaScript;Kotlin;Objective-C;SQL;Swift;TypeScript,Yes,High,Senior
Brazil,34183.0,In-person,5,"Employed, full-time",Bash/Shell (all shells);Go;Perl;Python;SQL,"No, and I don't plan to",Medium,Semi Senior
Brazil,53335.0,"Hybrid (some remote, some in-person)",20,"Employed, full-time",C;MATLAB;Python,"No, but I plan to soon",Medium,Senior
Peru,55000.0,Remote,4,"Employed, full-time;Independent contractor, freelancer, or self-employed",Groovy;JavaScript;Kotlin;TypeScript,Yes,Medium,Semi Senior
Brazil,30211.0,In-person,13,"Employed, full-time",HTML/CSS;Java;JavaScript;SQL;TypeScript,Yes,Medium,Senior
Argentina,11972.0,Remote,3,"Employed, full-time",Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;Java;JavaScript;Python;Ruby;SQL,Yes,Low,Semi Senior
Mexico,48518.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time;Independent contractor, freelancer, or self-employed",C;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Yes,Medium,Semi Senior
Brazil,32728.0,Remote,7,"Employed, full-time",Go;JavaScript;TypeScript,"No, and I don't plan to",Medium,Senior
Mexico,24033.0,Remote,10,"Employed, full-time",Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Argentina,14411.0,Remote,2,"Employed, full-time",HTML/CSS;JavaScript;SQL;TypeScript,"No, and I don't plan to",Low,Junior
Mexico,161727.0,Remote,10,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C;Clojure;Haskell;HTML/CSS;Lisp;TypeScript,"No, but I plan to soon",High,Senior
Brazil,18649.0,Remote,10,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C;C#;C++;Elixir;Erlang;Groovy;Haskell;HTML/CSS;JavaScript;Kotlin;Lua;Perl;Python;Ruby;Rust;TypeScript,Yes,Low,Senior
Brazil,24243.0,In-person,3,"Employed, full-time",C#;JavaScript;Python;SQL;TypeScript,"No, but I plan to soon",Medium,Semi Senior
Colombia,60000.0,Remote,15,"Employed, full-time",C;C++;HTML/CSS;JavaScript;Julia;Perl;PHP;Python;SQL,Yes,High,Senior
Brazil,4364.0,In-person,2,"Employed, full-time",Bash/Shell (all shells);C;HTML/CSS;JavaScript;Lua;PHP;Python;SQL,Yes,Low,Junior
